,id,title,release_year,country,duration,language,certification,gross,budget
3408,3409,The Ugly Truth,2009,USA,96,English,R,88915214.0,38000000
3409,3410,The Unborn,2009,USA,89,English,PG-13,42638165.0,16000000
3410,3411,The Unborn,2009,USA,89,English,PG-13,42638165.0,16000000
3411,3412,The White Ribbon,2009,Germany,144,German,R,2222647.0,12000000
3412,3413,The Young Victoria,2009,UK,100,English,PG,10991381.0,35000000
3413,3414,This Is It,2009,USA,111,English,PG,71844424.0,60000000
3415,3416,To Save a Life,2009,USA,120,English,PG-13,3773863.0,1000000
3416,3417,Transformers: Revenge of the Fallen,2009,USA,150,English,PG-13,402076689.0,200000000
3418,3419,Underworld: Rise of the Lycans,2009,USA,92,English,R,45802315.0,35000000
3419,3420,Up,2009,USA,96,English,PG,292979556.0,175000000
3420,3421,Up in the Air,2009,USA,108,English,R,83813460.0,25000000
3423,3424,Watchmen,2009,USA,215,English,R,107503316.0,130000000
3424,3425,Whatever Works,2009,USA,92,English,PG-13,5306447.0,15000000
3425,3426,Where the Wild Things Are,2009,Germany,101,English,PG,77222184.0,100000000
3426,3427,Whip It,2009,USA,111,English,PG-13,13034417.0,15000000
3427,3428,Whiteout,2009,USA,101,English,R,10268846.0,35000000
3430,3431,X-Men Origins: Wolverine,2009,USA,119,English,PG-13,179883016.0,150000000
3431,3432,Year One,2009,USA,100,English,PG-13,43337279.0,60000000
3432,3433,Youth in Revolt,2009,USA,90,English,R,15281286.0,18000000
3434,3435,Zombieland,2009,USA,88,English,R,75590286.0,23600000
3435,3436,127 Hours,2010,USA,94,English,R,18329466.0,18000000
3438,3439,8: The Mormon Proposition,2010,USA,80,English,R,99851.0,2500000
3440,3441,Alice in Wonderland,2010,USA,108,English,PG,334185206.0,200000000
3441,3442,Alice in Wonderland,2010,USA,108,English,PG,334185206.0,200000000
3443,3444,Alpha and Omega,2010,USA,90,English,PG,25077977.0,20000000
3444,3445,Amigo,2010,USA,124,English,R,183490.0,1700000
3447,3448,Another Year,2010,UK,129,English,PG-13,3205244.0,10000000
3450,3451,Beginners,2010,USA,105,English,R,5776314.0,3200000
3452,3453,Beyond the Black Rainbow,2010,Canada,110,English,R,56129.0,1100000
3454,3455,Black Swan,2010,USA,108,English,R,106952327.0,13000000
3456,3457,Blue Valentine,2010,USA,112,English,R,9701559.0,3500000
3458,3459,Buried,2010,Spain,95,English,R,1028658.0,3000000
3459,3460,Burlesque,2010,USA,119,English,PG-13,39440655.0,55000000
3460,3461,Ca$h,2010,USA,118,English,R,46451.0,7000000
3461,3462,Casino Jack,2010,Canada,108,English,R,1039869.0,15000000
3462,3463,Cats & Dogs: The Revenge of Kitty Galore,2010,USA,82,English,PG,43575716.0,85000000
3464,3465,Charlie St. Cloud,2010,USA,99,English,PG-13,31136950.0,44000000
3465,3466,Clash of the Titans,2010,USA,106,English,PG-13,163192114.0,125000000
3466,3467,Clash of the Titans,2010,USA,106,English,PG-13,163192114.0,125000000
3467,3468,Cop Out,2010,USA,107,English,R,44867349.0,37000000
3468,3469,Country Strong,2010,USA,117,English,PG-13,20218921.0,15000000
3469,3470,Cyrus,2010,USA,91,English,R,7455447.0,7000000
3470,3471,Date Night,2010,USA,101,English,PG-13,98711404.0,55000000
3471,3472,Dear John,2010,USA,108,English,PG-13,80014842.0,25000000
3473,3474,Despicable Me,2010,USA,87,English,PG,251501645.0,69000000
3474,3475,Devil,2010,USA,80,English,PG-13,33583175.0,10000000
3475,3476,Diary of a Wimpy Kid,2010,USA,94,English,PG,64001297.0,15000000
3477,3478,Don't Be Afraid of the Dark,2010,USA,99,English,R,24042490.0,25000000
3478,3479,Due Date,2010,USA,95,English,R,100448498.0,65000000
3479,3480,Dylan Dog: Dead of Night,2010,USA,107,English,PG-13,1183354.0,20000000
3480,3481,Easy A,2010,USA,92,English,PG-13,58401464.0,8000000
3482,3483,Eat Pray Love,2010,USA,140,English,PG-13,80574010.0,60000000
3483,3484,Edge of Darkness,2010,UK,117,English,R,43290977.0,80000000
3484,3485,Everything Must Go,2010,USA,97,English,R,2711210.0,5000000
3485,3486,Extraordinary Measures,2010,USA,106,English,PG,11854694.0,31000000
3486,3487,Fair Game,2010,USA,108,English,PG-13,9528092.0,22000000
3487,3488,Faster,2010,USA,98,English,R,23225911.0,24000000
3489,3490,Flipped,2010,USA,90,English,PG,1752214.0,14000000
3492,3493,Freakonomics,2010,USA,93,English,PG-13,100675.0,3000000
3493,3494,From Paris with Love,2010,France,92,English,R,23324666.0,52000000
3494,3495,Furry Vengeance,2010,USA,92,English,PG,17596256.0,35000000
3496,3497,Going the Distance,2010,USA,102,English,R,17797316.0,32000000
3498,3499,Green Zone,2010,France,115,English,R,35024475.0,100000000
3500,3501,Grown Ups,2010,USA,102,English,PG-13,162001186.0,80000000
3501,3502,Gulliver's Travels,2010,USA,85,English,PG,42776259.0,112000000
3504,3505,Hereafter,2010,USA,129,English,PG-13,32741596.0,50000000
3505,3506,Hesher,2010,USA,106,English,R,382946.0,7000000
3506,3507,Hot Tub Time Machine,2010,USA,101,English,R,50213619.0,36000000
3508,3509,How Do You Know,2010,USA,121,English,PG-13,30212620.0,120000000
3509,3510,How to Train Your Dragon,2010,USA,98,English,PG,217387997.0,165000000
3510,3511,I Spit on Your Grave,2010,USA,105,English,R,92401.0,2000000
3511,3512,I Want Your Money,2010,USA,92,English,PG,425899.0,400000
3512,3513,Incendies,2010,Canada,139,French,R,6857096.0,6800000
3513,3514,Inception,2010,USA,148,English,PG-13,292568851.0,160000000
3515,3516,Insidious,2010,USA,103,English,PG-13,53991137.0,1500000
3516,3517,Iron Man 2,2010,USA,124,English,PG-13,312057433.0,200000000
3518,3519,It's Kind of a Funny Story,2010,USA,101,English,PG-13,6350058.0,8000000
3519,3520,Jackass 3D,2010,USA,101,English,R,117224271.0,20000000
3520,3521,Jonah Hex,2010,USA,81,English,PG-13,10539414.0,47000000
3522,3523,Kick-Ass,2010,UK,117,English,R,48043505.0,30000000
3523,3524,Killers,2010,USA,100,English,PG-13,47000485.0,75000000
3525,3526,Knight and Day,2010,USA,117,English,PG-13,76418654.0,117000000
3526,3527,Leap Year,2010,USA,100,English,PG,12561.0,19000000
3527,3528,Legend of the Guardians: The Owls of Ga'Hoole,2010,USA,101,English,PG,55673333.0,80000000
3528,3529,Legion,2010,USA,100,English,R,40168080.0,26000000
3529,3530,Let Me In,2010,UK,116,English,R,12134420.0,20000000
3530,3531,Letters to God,2010,USA,110,English,PG,2848578.0,3500000
3531,3532,Letters to Juliet,2010,USA,105,English,PG,53021560.0,30000000
3532,3533,Little Fockers,2010,USA,98,English,PG-13,148383780.0,100000000
3533,3534,Little White Lies,2010,France,134,French,Not Rated,183662.0,25000000
3536,3537,Love & Other Drugs,2010,USA,112,English,R,32357532.0,30000000
3537,3538,Love Ranch,2010,USA,117,English,R,134904.0,25000000
3538,3539,MacGruber,2010,USA,95,English,R,8460995.0,10000000
3539,3540,Machete,2010,USA,105,English,R,26589953.0,10500000
3540,3541,Made in Dagenham,2010,UK,113,English,R,1094798.0,7200000
3541,3542,Marmaduke,2010,USA,87,English,PG,33643461.0,50000000
3543,3544,Megamind,2010,USA,95,English,PG,148337537.0,130000000
3544,3545,Monsters,2010,UK,94,English,R,237301.0,500000
3546,3547,Morning Glory,2010,USA,107,English,PG-13,30993544.0,40000000
3548,3549,My Name Is Khan,2010,India,128,Hindi,PG-13,4018695.0,12000000
3549,3550,My Soul to Take,2010,USA,107,English,R,14637490.0,25000000
3550,3551,My Soul to Take,2010,USA,107,English,R,14637490.0,25000000
3552,3553,Nanny McPhee Returns,2010,UK,109,English,PG,28995450.0,35000000
3553,3554,Never Let Me Go,2010,UK,103,English,R,2412045.0,15000000
3555,3556,Of Gods and Men,2010,France,122,French,PG-13,3950029.0,4000000
3556,3557,Our Family Wedding,2010,USA,103,English,PG-13,20246959.0,14000000
3557,3558,Paranormal Activity 2,2010,USA,98,English,R,84749884.0,3000000
3558,3559,Percy Jackson & the Olympians: The Lightning Thief,2010,UK,118,English,PG,88761720.0,95000000
3559,3560,Piranha 3D,2010,USA,88,English,R,25003072.0,24000000
3561,3562,Predators,2010,USA,107,English,R,52000688.0,40000000
3562,3563,Prince of Persia: The Sands of Time,2010,USA,116,English,PG-13,90755643.0,200000000
3563,3564,Rabbit Hole,2010,USA,91,English,PG-13,2221809.0,5000000
3564,3565,Ramona and Beezus,2010,USA,103,English,G,26161406.0,15000000
3565,3566,RED,2010,USA,111,English,PG-13,90356857.0,58000000
3568,3569,Remember Me,2010,USA,113,English,PG-13,19057024.0,16000000
3569,3570,Repo Men,2010,USA,119,English,R,13763130.0,32000000
3570,3571,Resident Evil: Afterlife,2010,Germany,97,English,R,60128566.0,60000000
3571,3572,Robin Hood,2010,USA,156,English,PG-13,105219735.0,200000000
3572,3573,Rubber,2010,France,82,English,R,98017.0,500000
3574,3575,Salt,2010,USA,101,English,PG-13,118311368.0,110000000
3575,3576,Sarah's Key,2010,France,111,French,PG-13,7691700.0,10000000
3576,3577,Saw 3D: The Final Chapter,2010,Canada,90,English,R,45670855.0,20000000
3577,3578,Scott Pilgrim vs. the World,2010,USA,112,English,PG-13,31494270.0,60000000
3579,3580,Secretariat,2010,USA,123,English,PG,59699513.0,35000000
3580,3581,Sex and the City 2,2010,USA,146,English,R,95328937.0,100000000
3581,3582,She's Out of My League,2010,USA,104,English,R,31584722.0,20000000
3582,3583,Shrek Forever After,2010,USA,93,English,PG,238371987.0,165000000
3583,3584,Shutter Island,2010,USA,138,English,R,127968405.0,80000000
3584,3585,Skyline,2010,USA,97,English,PG-13,21371425.0,10000000
3585,3586,Somewhere,2010,USA,97,English,R,1768416.0,7000000
3587,3588,Stake Land,2010,USA,98,English,R,18469.0,650000
3589,3590,Step Up 3D,2010,USA,107,English,PG-13,42385520.0,30000000
3590,3591,Stone,2010,USA,105,English,R,1796024.0,22000000
3592,3593,Super,2010,USA,96,English,R,322157.0,2500000
3594,3595,Takers,2010,USA,107,English,PG-13,57744720.0,20000000
3595,3596,Tangled,2010,USA,100,English,PG,200807262.0,260000000
3597,3598,The 5th Quarter,2010,USA,90,English,PG,399611.0,6000000
3598,3599,The American,2010,USA,105,English,R,35596227.0,20000000
3599,3600,The Back-up Plan,2010,USA,104,English,PG-13,37481242.0,35000000
3600,3601,The Book of Eli,2010,USA,118,English,R,94822707.0,80000000
3601,3602,The Bounty Hunter,2010,USA,110,English,PG-13,67061228.0,40000000
3603,3604,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,USA,113,English,PG,104383624.0,155000000
3604,3605,The Conspirator,2010,USA,122,English,PG-13,11538204.0,25000000
3605,3606,The Crazies,2010,USA,101,English,R,39103378.0,20000000
3607,3608,The Debt,2010,USA,113,English,R,31146570.0,20000000
3608,3609,The Expendables,2010,USA,113,English,R,102981571.0,80000000
3609,3610,The Extra Man,2010,USA,108,English,R,453079.0,7000000
3610,3611,The Fighter,2010,USA,116,English,R,93571803.0,25000000
3611,3612,The Ghost Writer,2010,France,128,English,PG-13,15523168.0,45000000
3612,3613,The Grace Card,2010,USA,101,English,PG-13,2428241.0,200000
3613,3614,The Kids Are All Right,2010,USA,106,English,R,20803237.0,3500000
3614,3615,The Killer Inside Me,2010,USA,109,English,R,214966.0,13000000
3615,3616,The King's Speech,2010,UK,118,English,R,138795342.0,15000000
3616,3617,The Last Airbender,2010,USA,103,English,PG,131564731.0,150000000
3617,3618,The Last Exorcism,2010,France,87,English,PG-13,40990055.0,1800000
3618,3619,The Last Godfather,2010,South Korea,100,English,PG-13,163591.0,13400000
3619,3620,The Last Song,2010,USA,107,English,PG,62933793.0,20000000
3620,3621,The Losers,2010,USA,97,English,PG-13,23527955.0,25000000
3621,3622,The Names of Love,2010,France,100,French,R,513836.0,4600000
3622,3623,The Next Three Days,2010,USA,133,English,PG-13,21129348.0,35000000
3623,3624,The Nutcracker in 3D,2010,UK,110,English,PG,190562.0,90000000
3624,3625,The Other Guys,2010,USA,116,English,PG-13,119219978.0,100000000
3625,3626,The Perfect Host,2010,USA,93,English,R,48430.0,500000
3627,3628,The Runaways,2010,USA,106,English,R,3571735.0,10000000
3628,3629,The Social Network,2010,USA,120,English,PG-13,96917897.0,40000000
3629,3630,The Sorcerer's Apprentice,2010,USA,109,English,PG,63143812.0,150000000
3630,3631,The Spy Next Door,2010,USA,94,English,PG,24268828.0,28000000
3631,3632,The Switch,2010,USA,101,English,PG-13,27758465.0,19000000
3632,3633,The Tempest,2010,USA,110,English,PG-13,263365.0,20000000
3633,3634,The Tourist,2010,USA,103,English,PG-13,67631157.0,100000000
3634,3635,The Tourist,2010,USA,103,English,PG-13,67631157.0,100000000
3635,3636,The Town,2010,USA,150,English,R,92173235.0,37000000
3636,3637,The Twilight Saga: Eclipse,2010,USA,124,English,PG-13,300523113.0,68000000
3637,3638,The Virginity Hit,2010,USA,86,English,R,535249.0,3400000
3638,3639,The Warrior's Way,2010,New Zealand,100,English,R,5664251.0,45000000
3639,3640,The Wolfman,2010,USA,119,English,R,61937495.0,150000000
3640,3641,Tiny Furniture,2010,USA,98,English,Not Rated,389804.0,65000
3641,3642,Toy Story 3,2010,USA,103,English,G,414984497.0,200000000
3643,3644,Trollhunter,2010,Norway,103,Norwegian,PG-13,252652.0,19900000
3644,3645,TRON: Legacy,2010,USA,125,English,PG,172051787.0,170000000
3645,3646,TRON: Legacy,2010,USA,125,English,PG,172051787.0,170000000
3646,3647,True Grit,2010,USA,110,English,PG-13,171031347.0,38000000
3647,3648,Trust,2010,USA,106,English,R,58214.0,9500000
3650,3651,Unstoppable,2010,USA,98,English,PG-13,81557479.0,100000000
3651,3652,Valentine's Day,2010,USA,125,English,PG-13,110476776.0,52000000
3652,3653,Vampires Suck,2010,USA,82,English,PG-13,36658108.0,20000000
3653,3654,Wall Street: Money Never Sleeps,2010,USA,136,English,PG-13,52474616.0,70000000
3655,3656,Why Did I Get Married Too?,2010,USA,121,English,PG-13,60072596.0,20000000
3656,3657,Wild Target,2010,UK,98,English,PG-13,117190.0,8000000
3657,3658,Winter's Bone,2010,USA,100,English,R,6531491.0,2000000
3659,3660,Yogi Bear,2010,USA,80,English,PG,100169068.0,80000000
3660,3661,You Again,2010,USA,105,English,PG,25677801.0,20000000
3661,3662,You Will Meet a Tall Dark Stranger,2010,USA,98,English,R,3247816.0,22000000
3662,3663,1911,2011,China,121,Mandarin,R,127437.0,18000000
3663,3664,30 Minutes or Less,2011,Germany,83,English,R,37053924.0,28000000
3664,3665,5 Days of War,2011,Georgia,113,English,R,17149.0,20000000
3665,3666,50/50,2011,USA,100,English,R,34963967.0,8000000
3666,3667,A Better Life,2011,USA,98,English,PG-13,1754319.0,10000000
3667,3668,A Dangerous Method,2011,UK,99,English,R,5702083.0,15000000
3670,3671,A Separation,2011,Iran,123,Persian,PG-13,7098492.0,500000
3671,3672,A Very Harold & Kumar 3D Christmas,2011,USA,90,English,R,35033759.0,19000000
3672,3673,Abduction,2011,USA,106,English,PG-13,28064226.0,35000000
3674,3675,Albert Nobbs,2011,UK,113,English,R,3014541.0,8000000
3676,3677,Alvin and the Chipmunks: Chipwrecked,2011,USA,87,English,G,133103929.0,75000000
3677,3678,Anonymous,2011,UK,130,English,PG-13,4463292.0,30000000
3678,3679,Another Earth,2011,USA,92,English,PG-13,1316074.0,100000
3680,3681,Apollo 18,2011,USA,86,English,PG-13,17683670.0,5000000
3681,3682,Arthur Christmas,2011,UK,97,English,PG,46440491.0,100000000
3682,3683,Attack the Block,2011,UK,88,English,R,1024175.0,13000000
3684,3685,Bad Teacher,2011,USA,97,English,R,100292856.0,20000000
3685,3686,Battle Los Angeles,2011,USA,116,English,PG-13,83552429.0,70000000
3686,3687,Beastly,2011,USA,86,English,PG-13,27854896.0,17000000
3688,3689,Bernie,2011,USA,99,English,PG-13,9203192.0,5000000
3689,3690,"Big Mommas: Like Father, Like Son",2011,USA,113,English,PG-13,37911876.0,32000000
3691,3692,Bridesmaids,2011,USA,131,English,R,169076745.0,32500000
3692,3693,Bucky Larson: Born to Be a Star,2011,USA,97,English,R,2331318.0,10000000
3693,3694,Captain America: The First Avenger,2011,USA,124,English,PG-13,176636816.0,140000000
3695,3696,Cars 2,2011,USA,106,English,G,191450875.0,200000000
3698,3699,Colombiana,2011,France,112,English,PG-13,36665854.0,40000000
3699,3700,Contagion,2011,USA,106,English,PG-13,75638743.0,60000000
3701,3702,Courageous,2011,USA,129,English,PG-13,34522221.0,2000000
3702,3703,"Crazy, Stupid, Love.",2011,USA,118,English,PG-13,84244877.0,50000000
3705,3706,Diary of a Wimpy Kid: Rodrick Rules,2011,USA,99,English,PG,52691009.0,21000000
3706,3707,Dolphin Tale,2011,USA,113,English,PG,72279690.0,37000000
3707,3708,Dream House,2011,USA,84,English,PG-13,21283440.0,55000000
3708,3709,Drive,2011,USA,100,English,R,35054909.0,15000000
3709,3710,Drive Angry,2011,USA,104,English,R,10706786.0,50000000
3713,3714,Extremely Loud & Incredibly Close,2011,USA,129,English,PG-13,31836745.0,40000000
3714,3715,Fast Five,2011,USA,132,English,PG-13,209805005.0,125000000
3715,3716,Final Destination 5,2011,USA,92,English,R,42575718.0,40000000
3716,3717,Fort McCoy,2011,USA,100,English,R,73678.0,3000000
3717,3718,Friends with Benefits,2011,USA,109,English,R,55802754.0,35000000
3718,3719,Fright Night,2011,USA,106,English,R,18298649.0,30000000
3719,3720,Ghost Rider: Spirit of Vengeance,2011,USA,96,English,PG-13,51774002.0,57000000
3720,3721,Glee: The 3D Concert Movie,2011,USA,84,English,PG,11860839.0,9000000
3721,3722,Go for It!,2011,USA,105,English,PG-13,178739.0,2450000
3723,3724,Green Lantern,2011,USA,123,English,PG-13,116593191.0,200000000
3724,3725,Hall Pass,2011,USA,111,English,R,45045037.0,36000000
3725,3726,Hanna,2011,USA,111,English,PG-13,40247512.0,30000000
3726,3727,Happy Feet 2,2011,Australia,100,English,PG,63992328.0,135000000
3728,3729,Haywire,2011,Ireland,93,English,R,18934858.0,23000000
3729,3730,Headhunters,2011,Norway,100,Norwegian,R,1196752.0,30300000
3732,3733,Hobo with a Shotgun,2011,Canada,86,English,Not Rated,703002.0,3000000
3733,3734,Hoodwinked Too! Hood vs. Evil,2011,USA,86,English,PG,10134754.0,30000000
3734,3735,Hop,2011,USA,95,English,PG,108012170.0,63000000
3735,3736,Horrible Bosses,2011,USA,106,English,R,117528646.0,35000000
3736,3737,Hugo,2011,USA,126,English,PG,73820094.0,170000000
3737,3738,I Am Number Four,2011,USA,109,English,PG-13,55092830.0,60000000
3738,3739,I Don't Know How She Does It,2011,USA,89,English,PG-13,9639242.0,24000000
3739,3740,Immortals,2011,USA,110,English,R,83503161.0,75000000
3740,3741,In the Land of Blood and Honey,2011,USA,127,Bosnian,R,301305.0,13000000
3741,3742,In Time,2011,USA,109,English,PG-13,37553932.0,40000000
3743,3744,J. Edgar,2011,USA,137,English,R,37304950.0,35000000
3744,3745,Jack and Jill,2011,USA,91,English,PG,74158157.0,79000000
3745,3746,"Jeff, Who Lives at Home",2011,USA,83,English,R,4244155.0,10000000
3746,3747,Johnny English Reborn,2011,USA,101,English,PG,8129455.0,45000000
3747,3748,Jumping the Broom,2011,USA,112,English,PG-13,37295394.0,6600000
3748,3749,Just Go with It,2011,USA,117,English,PG-13,103028109.0,80000000
3749,3750,Justin Bieber: Never Say Never,2011,USA,115,English,G,73000942.0,13000000
3751,3752,Kill List,2011,UK,95,English,Not Rated,26297.0,500000
3752,3753,Killer Elite,2011,UK,116,English,R,25093607.0,35000000
3753,3754,Killer Joe,2011,USA,98,English,R,1987762.0,11000000
3754,3755,Kung Fu Panda 2,2011,USA,90,English,PG,165230261.0,150000000
3755,3756,L!fe Happens,2011,USA,100,English,R,20186.0,930000
3756,3757,Larry Crowne,2011,USA,98,English,PG-13,35565975.0,30000000
3757,3758,Le Havre,2011,Finland,93,French,Not Rated,611709.0,3850000
3759,3760,Like Crazy,2011,USA,90,English,PG-13,3388210.0,250000
3760,3761,Machine Gun Preacher,2011,USA,129,English,R,537580.0,30000000
3761,3762,Margaret,2011,USA,186,English,R,46495.0,14000000
3762,3763,Margin Call,2011,USA,107,English,R,5354039.0,3500000
3763,3764,Mars Needs Moms,2011,USA,88,English,PG,21379315.0,150000000
3765,3766,Melancholia,2011,Denmark,130,English,R,3029870.0,7400000
3766,3767,Midnight in Paris,2011,Spain,94,English,PG-13,56816662.0,17000000
3767,3768,Mission: Impossible - Ghost Protocol,2011,USA,133,English,PG-13,209364921.0,145000000
3768,3769,Moneyball,2011,USA,133,English,PG-13,75605492.0,50000000
3769,3770,Monte Carlo,2011,Hungary,109,English,PG,23179303.0,20000000
3770,3771,Mr. Popper's Penguins,2011,USA,94,English,PG,68218041.0,55000000
3772,3773,My Week with Marilyn,2011,UK,99,English,R,14597405.0,6400000
3774,3775,New Year's Eve,2011,USA,113,English,PG-13,54540525.0,56000000
3775,3776,Newlyweds,2011,USA,95,English,Not Rated,4584.0,9000
3776,3777,No Strings Attached,2011,USA,108,English,R,70625986.0,25000000
3778,3779,One Day,2011,USA,107,English,PG-13,13766014.0,15000000
3779,3780,Our Idiot Brother,2011,USA,90,English,R,24809547.0,5000000
3780,3781,Paranormal Activity 3,2011,USA,94,English,R,104007828.0,5000000
3781,3782,Paul,2011,USA,109,English,R,37371385.0,40000000
3782,3783,"Pink Ribbons, Inc.",2011,Canada,97,English,Not Rated,24784.0,1200000
3783,3784,Pirates of the Caribbean: On Stranger Tides,2011,USA,136,English,PG-13,241063875.0,250000000
3785,3786,Priest,2011,USA,87,English,PG-13,29136626.0,60000000
3786,3787,Prom,2011,USA,104,English,PG,10106233.0,8000000
3787,3788,Puss in Boots,2011,USA,90,English,PG,149234747.0,130000000
3789,3790,Rango,2011,USA,107,English,PG,123207194.0,135000000
3791,3792,Real Steel,2011,USA,127,English,PG-13,85463309.0,110000000
3793,3794,Red Riding Hood,2011,USA,100,English,PG-13,37652565.0,42000000
3795,3796,Rio,2011,USA,96,English,G,143618384.0,90000000
3796,3797,Rise of the Planet of the Apes,2011,USA,105,English,PG-13,176740650.0,93000000
3797,3798,Salvation Boulevard,2011,USA,96,English,R,27445.0,9000000
3799,3800,Sanctum,2011,USA,108,English,R,23070045.0,30000000
3801,3802,Scream 4,2011,USA,111,English,R,38176892.0,40000000
3802,3803,Shame,2011,UK,101,English,NC-17,4000304.0,6500000
3803,3804,Shark Night 3D,2011,USA,90,English,PG-13,18860403.0,25000000
3804,3805,Sherlock Holmes: A Game of Shadows,2011,USA,129,English,PG-13,186830669.0,125000000
3805,3806,Sholem Aleichem: Laughing in the Darkness,2011,USA,93,English,Unrated,906666.0,500000
3806,3807,Silent House,2011,France,86,English,R,12555230.0,2000000
3808,3809,Snow Flower and the Secret Fan,2011,China,104,English,PG-13,1346503.0,6000000
3810,3811,Something Borrowed,2011,USA,112,English,PG-13,39026186.0,35000000
3811,3812,Soul Surfer,2011,USA,106,English,PG,43853424.0,18000000
3813,3814,Source Code,2011,USA,93,English,PG-13,54696902.0,32000000
3814,3815,Spy Kids: All the Time in the World in 4D,2011,USA,89,English,PG,38536376.0,27000000
3815,3816,Straw Dogs,2011,USA,110,English,R,10324441.0,25000000
3816,3817,Sucker Punch,2011,USA,128,English,PG-13,36381716.0,82000000
3817,3818,Super 8,2011,USA,112,English,PG-13,126975169.0,50000000
3818,3819,Take Me Home Tonight,2011,USA,97,English,R,6923891.0,23000000
3819,3820,Take Shelter,2011,USA,121,English,R,1729969.0,5000000
3820,3821,The Adjustment Bureau,2011,USA,106,English,PG-13,62453315.0,50200000
3821,3822,The Adventures of Tintin,2011,USA,107,English,PG,77564037.0,135000000
3823,3824,The Artist,2011,France,100,English,PG-13,44667095.0,15000000
3825,3826,The Beaver,2011,USA,91,English,PG-13,958319.0,21000000
3826,3827,The Best Exotic Marigold Hotel,2011,UK,124,English,PG-13,46377022.0,10000000
3827,3828,The Big Year,2011,USA,100,English,PG,7204138.0,41000000
3828,3829,The Change-Up,2011,USA,118,English,R,37035845.0,52000000
3829,3830,The Darkest Hour,2011,USA,89,English,PG-13,21426805.0,30000000
3830,3831,The Descendants,2011,USA,115,English,R,82624961.0,20000000
3831,3832,The Devil's Double,2011,Belgium,109,English,R,1357042.0,15000000
3832,3833,The Dilemma,2011,USA,111,English,PG-13,48430355.0,70000000
3833,3834,The Divide,2011,Germany,122,English,R,22000.0,3000000
3834,3835,The Flowers of War,2011,China,146,Mandarin,R,9213.0,94000000
3835,3836,The FP,2011,USA,82,English,R,40557.0,60000
3836,3837,The Girl with the Dragon Tattoo,2011,USA,158,English,R,102515793.0,90000000
3837,3838,The Greatest Movie Ever Sold,2011,USA,90,English,PG-13,638476.0,1500000
3838,3839,The Green Hornet,2011,USA,119,English,PG-13,98780042.0,120000000
3839,3840,The Grey,2011,USA,117,English,R,51533608.0,25000000
3840,3841,The Guard,2011,Ireland,96,English,R,5359774.0,6000000
3841,3842,The Hangover Part II,2011,USA,102,English,R,254455986.0,80000000
3843,3844,The Help,2011,USA,146,English,PG-13,169705587.0,25000000
3845,3846,The Ides of March,2011,USA,101,English,R,40962534.0,12500000
3846,3847,The Innkeepers,2011,USA,101,English,R,77501.0,750000
3847,3848,The Iron Lady,2011,UK,105,English,PG-13,29959436.0,13000000
3849,3850,The Lincoln Lawyer,2011,USA,118,English,R,57981889.0,40000000
3851,3852,The Mechanic,2011,USA,93,English,R,29113588.0,40000000
3852,3853,The Muppets,2011,USA,103,English,PG,88625922.0,45000000
3853,3854,The Raid: Redemption,2011,Indonesia,102,Indonesian,R,4105123.0,1100000
3855,3856,The Rite,2011,USA,114,English,PG-13,33037754.0,37000000
3856,3857,The Roommate,2011,USA,91,English,PG-13,37300107.0,16000000
3858,3859,The Smurfs,2011,USA,103,English,PG,142614158.0,110000000
3859,3860,The Son of No One,2011,USA,90,English,R,28870.0,15000000
3860,3861,The Three Musketeers,2011,Germany,110,English,PG-13,20315324.0,75000000
3861,3862,The Tree of Life,2011,USA,139,English,PG-13,13303319.0,32000000
3862,3863,There Be Dragons,2011,Spain,102,English,PG-13,1068392.0,36000000
3863,3864,Thor,2011,USA,115,English,PG-13,181015141.0,150000000
3864,3865,Tinker Tailor Soldier Spy,2011,France,127,English,R,24104113.0,20000000
3865,3866,Tower Heist,2011,USA,104,English,PG-13,78009155.0,75000000
3866,3867,Transformers: Dark of the Moon,2011,USA,154,English,PG-13,352358779.0,195000000
3868,3869,Unknown,2011,UK,113,English,PG-13,61094903.0,30000000
3869,3870,Unknown,2011,UK,113,English,PG-13,61094903.0,30000000
3870,3871,War Horse,2011,USA,146,English,PG-13,79883359.0,66000000
3871,3872,Warrior,2011,USA,140,English,PG-13,13651662.0,25000000
3872,3873,Water for Elephants,2011,USA,120,English,PG-13,58700247.0,38000000
3874,3875,We Need to Talk About Kevin,2011,UK,112,English,R,1738692.0,7000000
3875,3876,Weekend,2011,UK,97,English,Not Rated,469947.0,120000
3876,3877,What's Your Number?,2011,USA,117,English,R,13987482.0,20000000
3878,3879,Winnie the Pooh,2011,USA,63,English,G,26687172.0,30000000
3880,3881,X-Men: First Class,2011,USA,132,English,PG-13,146405371.0,160000000
3882,3883,Young Adult,2011,USA,94,English,R,16300302.0,12000000
3883,3884,Your Highness,2011,USA,102,English,R,21557240.0,49900000
3884,3885,Your Sister's Sister,2011,USA,90,English,R,1573712.0,125000
3885,3886,Zookeeper,2011,USA,102,English,PG,80360866.0,80000000
3886,3887,2016: Obama's America,2012,USA,87,English,PG,33349949.0,2500000
3887,3888,21 Jump Street,2012,USA,109,English,R,138447667.0,42000000
3889,3890,A Thousand Words,2012,USA,91,English,PG-13,18438149.0,40000000
3890,3891,Abraham Lincoln: Vampire Hunter,2012,USA,105,English,R,37516013.0,69000000
